Index	Description	nuclei....in.nuclei	nuclei....in.green	nuclei....in.red	nuclei....in.black	Main.nuclei.total_intensity_DCP1A_P.bodies.Mean	Main.nuclei.mean_intensity_DCP1A_P.bodies.Mean	Main.nuclei.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.nuclei.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.nuclei.total_intensity_DCP1A_cytoplasm.Mean	Main.nuclei.mean_intensity_DCP1A_cytoplasm.Mean	Main.nuclei.total_intensity_P.bodies_all.Mean	Main.nuclei.mean_intensity_P.bodies_all.Mean	Main.nuclei.P.bodies_count.Mean	Main.nuclei.P.bodies.nuc_count.Mean	Main.green.total_intensity_DCP1A_P.bodies.Mean	Main.green.mean_intensity_DCP1A_P.bodies.Mean	Main.green.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.green.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.green.total_intensity_DCP1A_cytoplasm.Mean	Main.green.mean_intensity_DCP1A_cytoplasm.Mean	Main.green.total_intensity_P.bodies_all.Mean	Main.green.mean_intensity_P.bodies_all.Mean	Main.green.P.bodies_count.Mean	Main.green.P.bodies.nuc_count.Mean	Main.red.total_intensity_DCP1A_P.bodies.Mean	Main.red.mean_intensity_DCP1A_P.bodies.Mean	Main.red.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.red.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.red.total_intensity_DCP1A_cytoplasm.Mean	Main.red.mean_intensity_DCP1A_cytoplasm.Mean	Main.red.total_intensity_P.bodies_all.Mean	Main.red.mean_intensity_P.bodies_all.Mean	Main.red.P.bodies_count.Mean	Main.red.P.bodies.nuc_count.Mean	Main.black.total_intensity_DCP1A_P.bodies.Mean	Main.black.mean_intensity_DCP1A_P.bodies.Mean	Main.black.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.black.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.black.total_intensity_DCP1A_cytoplasm.Mean	Main.black.mean_intensity_DCP1A_cytoplasm.Mean	Main.black.total_intensity_P.bodies_all.Mean	Main.black.mean_intensity_P.bodies_all.Mean	Main.black.P.bodies_count.Mean	Main.black.P.bodies.nuc_count.Mean	X
1	A1	769	395	323	28	5409	280	909.3	13.25	112800	52.79	6318	157.3	1.501	0.7828	3935	242.8	1271	18.74	124500	57.13	5206	132.1	1.033	0.7696	7270	336.2	536.3	7.643	100400	49.35	7807	191.3	2.062	0.7585	3775	164.5	432.6	5.011	60750	26.88	4208	131.6	1.179	1.143	NA
2	A2	942	397	526	4	8057	360.5	857.6	11.88	167000	79.31	8914	195.9	2.122	0.9098	5298	290.1	1336	18.13	197400	87.83	6634	140.5	1.38	0.995	10100	415.5	506.9	7.288	145500	72.79	10600	239.8	2.677	0.8327	4769	251	764.8	7.99	50180	45.4	5534	47.48	0.75	2	NA
3	A3	292	141	137	11	5787	298.2	939.7	12.37	126000	62.32	6727	175.1	1.726	0.8048	4974	288.5	1377	17.35	139700	70.37	6351	151.1	1.39	0.9007	6725	308	558.5	8.203	116100	56.87	7283	193	2.131	0.7299	5473	315.1	192.5	1.943	76370	31.97	5666	270.5	1.273	0.4545	NA
4	A4	357	140	198	3	6333	291.3	895.2	12.4	156400	73.92	7228	161.8	1.804	0.8599	4494	266.6	1171	15.39	184300	87.9	5665	151.7	1.364	0.8929	7705	316.9	727.9	10.64	137500	63.35	8433	174.7	2.131	0.8485	0	0	489.3	8.092	20000	24.42	489.3	8.092	0	0.6667	NA
5	A5	290	186	90	3	4245	212.3	1081	14.72	88750	80.51	5326	116.8	1.39	0.8931	3346	191.7	1407	18.39	102400	92.09	4753	97.66	1.07	0.9516	6454	266.2	514.2	8.376	70000	62.55	6969	165.6	2.144	0.7889	285.3	57.07	220	2.268	17250	35.9	505.3	5.003	0.3333	0.6667	NA
6	A6	806	349	384	52	5133	263.6	850.7	11.45	101500	46.43	5984	143.8	1.417	0.8648	2423	162.8	1422	18.89	113900	51.07	3845	90.81	0.6934	0.914	7513	353.1	425.8	5.868	96000	45.33	7939	191	2.078	0.8021	5716	290.6	303.1	4.869	63930	27.24	6019	138.4	1.423	1.096	NA
7	A7	469	183	269	10	6160	326.5	825.4	11.64	120700	56.11	6986	176.9	1.676	0.8657	3521	215.7	1138	15.61	133800	62.58	4659	122.8	1.158	0.8634	8170	406.5	628.6	9.183	115300	53.24	8799	215.7	2.086	0.8513	2998	219	544.2	6.044	52690	33.05	3542	122.3	1	1.3	NA
8	A8	264	123	126	2	5344	273.2	914.5	13.05	129300	64.53	6258	157.5	1.523	0.8523	5509	272.1	1153	17.11	127100	70.54	6662	162.6	1.341	0.9675	4885	256.9	614.3	8.454	121100	55.5	5500	148.2	1.627	0.7222	8820	409.6	0	0	28410	30.45	8820	409.6	2.5	0	NA
9	A9	353	144	182	7	5364	275	916.6	13.57	130000	60.37	6280	148.9	1.487	0.8074	4625	239.9	1184	17.45	156000	66.94	5809	123	1.104	0.875	5382	277.5	720.8	11.27	108500	53.85	6102	149.9	1.709	0.7527	4351	298.5	336.4	3.918	76560	29.28	4687	239.1	1	0.5714	NA
10	A10	357	131	200	12	5576	259.1	883.2	11.56	126100	59.03	6459	123.5	1.754	0.8459	3852	220.9	1226	15.93	139200	63.53	5078	88.43	1.099	0.9389	6742	290.6	718.3	9.529	109800	55.24	7460	150	2.17	0.805	4934	247.2	354.9	4.057	75940	34.37	5289	97.85	1.417	0.8333	NA
11	A11	244	113	120	4	4395	234.8	954.6	14.05	119500	59.37	5349	161.2	1.213	0.7787	3343	167.4	1289	20.77	156900	69.92	4632	116	0.9469	0.7965	5315	296.7	669.3	8.398	87440	50.11	5984	206.7	1.442	0.75	5412	384.8	309.3	6.615	60120	28	5722	93.63	0.75	1.25	NA
12	A12	311	114	182	7	4609	261.7	752.4	10.65	93740	48.5	5361	125.3	1.395	0.91	3572	207.1	1192	15.5	115900	53.95	4764	82.74	1	1.053	5401	294.3	504	7.925	75130	44.01	5905	148.5	1.687	0.8077	1424	151.5	442	5.079	75560	31.05	1866	42.13	0.7143	1.571	NA
13	A13	506	181	277	21	5155	280	982.6	12.7	105500	49.06	6137	145.7	1.48	0.917	3637	251.8	1604	19.64	126600	56.24	5241	128	0.9337	0.989	6258	308.5	636.9	8.358	95680	46.65	6895	166.1	1.881	0.852	5044	315.9	517.3	7.618	52010	26.98	5561	73.8	1.095	1.333	NA
14	A14	494	242	222	12	4130	242.3	793.9	10.35	107600	49.37	4924	136.5	1.184	0.83	2438	189.1	1076	14.33	118900	54.62	3514	84.65	0.657	0.8512	5665	298.5	498.7	6.262	96620	45.07	6164	195.9	1.734	0.7432	7293	268.9	464	6.978	68890	33.11	7757	100.6	1.917	1.417	NA
15	A15	503	206	279	10	6057	300.2	993.2	13.43	111500	52.82	7050	154.7	1.555	0.9364	4014	263.2	1576	20.36	126200	56.45	5589	133	0.9854	1.053	7831	337.9	593.1	8.788	103800	51.65	8424	177.4	2.025	0.8566	1336	152.5	636.2	6.232	49860	27.06	1972	41.47	0.5	0.9	NA
16	A16	331	161	155	4	5280	253	949.6	13.35	147500	66.61	6229	134.9	1.465	0.8792	3510	211.2	1394	19.71	162400	73.13	4904	120.3	1.006	0.913	6885	296.4	524.9	7.332	132700	59.53	7410	148.7	1.871	0.7935	5286	207.3	164	4.102	43610	27.67	5450	159	2	1.5	NA
17	A17	421	221	187	4	4790	252	1229	16.07	107300	51.86	6019	114.3	1.316	1.005	3636	200.8	1499	19.29	113900	55.6	5134	92.01	1.032	1.059	6166	313.6	792.3	10.94	103900	48.57	6958	140.7	1.679	0.9305	2754	182.2	367.5	5.179	30230	36.24	3122	140.8	1	1.25	NA
18	A18	275	133	139	2	4670	240.7	806.6	11.31	120400	56.94	5477	125.2	1.295	0.9055	2143	141.3	1111	15.35	137600	64.6	3254	81.13	0.6692	1.008	7189	341.1	527.9	7.573	106000	50.45	7717	170	1.921	0.8129	0	0	341	7.598	39970	19.77	341	7.598	0	1	NA
19	A19	142	47	86	3	4096	224.4	1052	14.64	131800	59.31	5148	102.1	1.472	0.9366	4065	198	1311	15.36	150800	68.84	5376	91.53	1.362	0.9574	4111	250	916	14.57	124100	54.55	5027	111.2	1.512	0.9419	0	0	113	2.306	61470	28.79	113	2.306	0	0.3333	NA
20	A20	199	76	110	6	4669	221.7	767.1	11.62	93900	49.58	5436	135.1	1.427	0.804	3807	188.6	1013	15.17	102200	52.53	4820	102.2	0.8947	0.8553	5214	254.9	584.8	9.389	81510	45.77	5799	166.4	1.655	0.7455	3098	138.6	427.7	6.868	59240	29.26	3525	57.77	1.5	1	NA
21	A21	344	225	90	0	11170	381.5	1148	15.5	350900	153.7	12320	216.4	2.953	1.015	9352	345.4	1250	16.92	377100	161.7	10600	179.8	2.711	1.076	13300	408.4	998.1	13.76	286600	135.8	14300	278.4	3.278	0.8667	0	0	0	0	0	0	0	0	0	0	NA
22	A22	353	208	117	0	9901	382.4	1267	17.44	221800	102.6	11170	212.4	2.49	0.9065	7991	332	1232	16.73	228600	102.9	9222	178.3	2.096	0.9663	13180	465.9	959.9	15.99	217800	100.8	14140	265.5	3.137	0.7778	0	0	0	0	0	0	0	0	0	0	NA
23	A23	725	339	351	14	6197	315.7	1118	15.67	107100	62.88	7315	163.2	1.535	0.9614	3678	200.6	1700	24.03	115000	66.09	5377	110.7	1.021	0.944	8718	426.1	616.1	8.414	104300	61.23	9334	218.1	2.074	0.9573	1720	86.14	426.3	6.066	29680	17.93	2147	59.16	0.4286	1.143	NA
24	A24	610	198	316	28	81.01	3.927	777.2	10.43	34680	14.19	858.2	11.93	0.02131	0.7984	190.5	8.307	1613	21.93	59230	23.48	1803	26.03	0.0404	0.7475	30.85	2.052	298.8	4.182	20500	8.701	329.7	4.496	0.01266	0.8259	0	0	964.1	10.27	31270	14.26	964.1	10.27	0	0.8929	NA
25	B1	1119	466	613	13	7202	331.2	918.7	13	121200	71.32	8121	175.6	1.91	0.8695	4298	255	1368	18.96	141500	81.13	5666	136.3	1.099	0.9056	9447	393	606.8	8.894	108600	65.42	10050	208.9	2.527	0.8189	5465	318.3	547.6	7.753	67460	35.56	6013	86.02	1.462	1.308	NA
26	B2	1059	514	513	16	7419	325.5	1079	15.13	146700	76.24	8498	167.5	1.916	1.019	5093	245.5	1522	21.08	175100	85.9	6615	118.3	1.37	1.121	9990	415.1	681.5	9.728	120900	68.32	10670	220.8	2.507	0.9142	2713	173.9	415.5	7.142	92000	32.73	3128	116.8	1.062	1.187	NA
27	B3	312	117	180	9	4838	241.3	1043	14.17	134800	57.5	5881	132.8	1.603	0.9103	3059	215.6	1816	24.15	176900	73.3	4875	117	1.034	0.9145	6121	261.1	574.6	8.084	111600	47.85	6695	145.3	2.011	0.85	2322	164.6	667.1	7.818	63940	39.03	2989	93.03	0.6667	2.111	NA
28	B4	270	128	122	1	583.6	33.52	1123	16.34	201000	87.11	1707	31.72	0.2926	0.9704	653	38.2	1665	22.9	238600	98.89	2318	37.52	0.2266	1.07	503.1	29.83	554.8	9.664	164100	74.4	1058	24.43	0.3525	0.8443	0	0	0	0	135400	44.29	0	0	0	0	NA
29	B5	572	314	225	17	4597	226.4	1434	18.98	170400	73.2	6031	125.9	1.301	1.002	2846	145.8	2094	27.68	199800	81.87	4939	88.89	0.8599	1.118	6111	311.8	643.4	8.403	131200	61.79	6754	157.3	1.693	0.84	11630	434	367	6.186	126600	53.53	12000	253.7	2.647	0.8824	NA
30	B6	407	200	189	5	7138	289.1	1363	17.85	140500	64.91	8501	173	1.853	0.8796	3721	179.5	1933	24.46	152300	70.7	5655	109.8	1.03	0.915	11140	413.5	826.6	11.85	133400	60.36	11970	246.1	2.831	0.836	2072	119.4	301.4	3.204	41470	30.9	2374	49.19	0.6	0.6	NA
31	B7	142	66	58	4	4807	268	858.7	11.55	135500	58.66	5665	118.5	1.352	0.8732	2593	198.6	1170	14.76	133400	63.39	3764	83.18	0.9091	0.8485	7383	356.8	646.5	9.56	144800	56.43	8030	138.8	1.948	0.931	3940	303	182.2	3.847	65400	28.18	4122	306.9	0.5	0.5	NA
32	B8	278	137	130	4	4047	225	1208	18.18	134900	58.09	5256	125.3	1.471	0.8381	3361	208.3	1876	27.63	169300	73.52	5237	111.9	1.182	0.8467	4673	242.8	521.2	8.392	95570	41.19	5194	134.4	1.769	0.8231	7312	406.5	0	0	60780	28.81	7312	406.5	1.5	0	NA
33	B9	371	192	167	3	6830	290.5	1225	17.17	176500	89.93	8054	161.4	2.022	0.9218	3479	213.9	1706	23.17	193100	98.04	5185	116.8	1.167	0.9844	10710	381.9	704.2	10.97	161200	81.24	11420	213.6	2.988	0.8683	1398	77.65	198.7	2.258	40130	21.64	1596	79.91	0.6667	0.6667	NA
34	B10	406	200	194	3	5927	307.3	1390	18.92	163100	67.41	7317	176	1.611	0.9261	3464	222.9	2173	28.97	211800	80.54	5637	113.6	1.04	0.995	8142	384.9	644.1	9.397	110000	53.15	8786	231.1	2.119	0.8711	10700	416.3	248	4.003	125600	35.64	10950	290.9	2.667	0.6667	NA
35	B11	330	167	140	12	3054	183.6	1672	20.77	134300	57.08	4726	106.8	1.103	0.9061	2368	148.3	2654	34.4	171500	72.46	5021	91.31	0.9042	0.9222	3578	208.4	709.3	7.151	96280	41.88	4287	119.6	1.343	0.8429	2117	146.8	315	3.883	60470	32.25	2432	55.3	0.6667	1.083	NA
36	B12	102	61	28	3	3032	152.8	1027	12.2	153000	62.15	4059	86.13	1.127	1.088	1985	145.1	1108	14.64	156800	64.03	3093	86.2	0.8361	1.164	5434	144.3	829	7.689	121300	50.66	6263	86.37	1.714	0.8214	2691	123.7	652.7	3.864	59540	40.46	3344	97.97	2	1.333	NA
37	B13	638	268	339	16	7814	378.7	1501	18.32	130100	51.03	9314	180.1	1.766	1.082	4115	281.6	2563	29.84	171000	62.22	6678	111.1	1.067	1.19	10700	453.2	749.7	10.37	102300	43.48	11450	232.8	2.336	0.9853	10720	577.4	525.1	6.935	82620	33.37	11250	279.7	2	1.312	NA
38	B14	99	61	29	3	5947	282.3	1889	26.11	211100	88.34	7836	166	1.394	1.04	4237	259.8	2041	29.52	220700	88.78	6278	155.3	1.033	1.016	8728	325.6	1457	16.21	165800	84.93	10180	198.2	2	1	2432	122.4	872.3	18.24	61630	37.73	3304	103.8	1	1.333	NA
39	B15	366	195	149	11	3295	203.1	1500	19.37	135700	62.23	4795	89.59	0.9481	1.085	2008	126	2056	27.68	145800	61.22	4065	64.8	0.6205	1.123	4994	311.9	800	8.878	128100	66.58	5794	126.4	1.369	0.9866	2950	162.8	340.4	5.629	57000	26.39	3291	47.15	0.9091	1.182	NA
40	B16	495	197	269	13	3748	211.8	899.8	13.1	115200	52.49	4648	98.03	1.24	0.9354	2276	151.9	1566	22.51	156500	68.47	3842	75.12	0.9086	1	4976	264.8	431.1	6.339	87440	40.17	5407	119.3	1.509	0.855	3127	99.31	446.5	4.894	62410	30.65	3573	52.51	0.8462	1.462	NA
41	B17	399	200	187	1	5850	327.8	1834	23.57	147500	63.77	7684	174.5	1.296	1.028	5011	265.8	2980	37.64	182400	73.96	7990	149.4	1.12	1.135	6391	384.8	657.8	9.009	107900	51.67	7049	198	1.428	0.9144	0	0	0	0	13390	16.37	0	0	0	0	NA
42	B18	621	324	268	19	3491	213	1156	14.97	106200	50.03	4647	106.5	1.101	0.9775	2376	175.6	1835	23.45	123700	55.82	4211	90.39	0.6821	1.034	4758	255.6	403.8	5.461	88600	44.27	5162	127.5	1.586	0.8433	3539	204.6	458.9	6.406	65180	28	3998	84.78	1	1.579	NA
43	B19	489	241	228	11	5758	298	1557	19.71	141600	56.78	7315	158.7	1.491	0.9387	3813	215.3	2606	32.41	161900	66.58	6418	117.8	0.888	1.041	7264	376.4	550.2	7.446	121900	46.63	7814	190.3	2.061	0.8421	5755	345	414.9	5.171	66630	28.61	6170	170.8	1.364	0.8182	NA
44	B20	244	144	84	5	3922	225.5	2403	27.69	175900	75.73	6325	107.3	1.123	1.164	2375	166.1	2868	34.53	187200	81.31	5243	88.49	0.7292	1.215	6672	326.5	1890	19.39	147400	66.38	8561	140.5	1.821	1.131	0	0	481.4	7.287	43020	21.65	481.4	7.287	0	1.2	NA
45	B21	618	331	245	0	9135	375.3	1485	20.36	208000	83.65	10620	190.4	2.456	1.066	6290	307.1	1907	25.64	224000	89.71	8197	147.5	1.846	1.124	13170	477.3	1031	14.45	186000	75.74	14200	254.8	3.273	0.9837	0	0	0	0	0	0	0	0	0	0	NA
46	B22	397	237	137	0	1789	85	1235	16.43	289700	117.8	3025	55.78	0.6776	1.086	1860	77.56	1536	20.98	314800	131	3396	57.8	0.6793	1.105	1788	96.85	732.9	8.872	245100	90.5	2521	56.41	0.6496	1.029	0	0	0	0	0	0	0	0	0	0	NA
47	B23	695	366	323	2	7728	347.9	875.8	12.37	196100	94.12	8604	183.2	1.977	0.9108	4636	236.7	1155	16.3	216000	107.9	5791	119	1.388	0.9727	11170	473.5	565.2	8.011	174100	78.95	11730	256.2	2.647	0.8421	0	0	152.5	3.245	39420	29.76	152.5	3.245	0	0.5	NA
48	B24	586	162	281	32	63.74	4.456	630.2	8.232	25370	12.06	694	11.67	0.01877	0.7133	114.2	10.66	1503	19.51	50990	22.72	1618	28.27	0.02469	0.7099	58.05	1.646	227.2	3.04	12560	6.724	285.2	3.841	0.01779	0.7438	68.28	11.38	810.5	11.42	32270	15.19	878.8	22.8	0.03125	0.7812	NA
49	C1	1004	430	551	5	8961	390	940.6	13.2	172800	86.52	9902	201.8	2.228	0.9054	5976	318.2	1372	19.75	209700	98.81	7348	153.2	1.416	0.9209	11200	446.3	607.8	8.214	143000	77.26	11800	239.8	2.849	0.8802	6425	413.7	408.2	5.671	65530	29.62	6833	195.7	1.2	1.2	NA
50	C2	990	466	503	8	8201	357.4	1128	15.29	197500	94.24	9330	177.8	2.065	1.028	4474	250.7	1696	21.65	250600	113.2	6170	126.8	1.24	1.075	11640	458.9	625.8	9.754	148700	77.28	12270	225	2.827	0.9742	10980	496	814	7.013	106200	43.53	11800	290.3	1.875	1.625	NA
51	C3	571	318	244	4	5317	275	1134	15.26	158800	60.62	6451	152.8	1.58	0.9072	4176	254.4	1504	20.22	199200	72.98	5680	138.9	1.148	0.9497	6704	301.6	594.4	8.553	107200	44.76	7299	173	2.135	0.8361	4244	225.7	594.8	8.079	85400	37.31	4839	51.73	0.75	1.5	NA
52	C4	589	253	308	17	2329	128.9	1318	17.09	94760	35.06	3647	74.23	1.377	0.9983	2412	144.9	2475	31.74	146000	51.45	4887	89.39	1.265	1.043	2252	115.9	435	5.994	58000	22.74	2687	60.78	1.461	0.961	2788	145.5	578.2	6.186	35950	22.49	3366	108.4	1.471	0.8824	NA
53	C5	263	96	153	4	5656	266.9	975	13.54	148600	60.07	6631	145.1	1.783	0.9582	3088	188.9	1664	23.24	205000	75.89	4753	102.5	1.156	0.9687	6963	316.4	508.1	7.37	111400	49.57	7471	170.8	2.052	0.9085	4487	212.5	648.5	4.563	62850	26.36	5135	139.7	1.75	2	NA
54	C6	360	169	184	2	6210	279.6	1140	15.82	220300	89.42	7350	164.2	1.661	0.8056	2852	175.5	1435	21.41	263100	103.3	4287	77.61	0.8817	0.8757	9423	380.8	850	10.31	184900	77.74	10270	246.1	2.397	0.7391	3272	192.5	103.5	2.654	227700	38.37	3376	195.2	1.5	0.5	NA
55	C7	91	42	40	1	3665	262.5	1348	18.99	191100	80.3	5013	117.3	0.9341	0.9451	2984	228.1	1245	16.78	199400	86.91	4230	116.9	0.881	1.048	4847	315.5	1550	21.52	199600	75.82	6397	134.5	1.075	0.875	938	93.8	924	5.634	34640	68.58	1862	10.76	1	1	NA
56	C8	356	143	196	4	5273	267.2	1326	17.86	154500	72.43	6599	150.1	1.68	0.9157	2160	159.1	2175	27.76	193900	85.1	4335	96.66	0.8741	0.993	7561	347.3	632.6	9.182	130900	64.3	8194	194.2	2.219	0.8214	8358	190.9	444.5	6.005	78030	33.85	8802	82.79	3.75	0.75	NA
57	C9	491	220	253	11	5357	258.4	1271	16.93	184300	68.35	6628	148.7	1.692	0.888	2997	180.9	2246	29.03	239000	88.7	5243	106	0.9182	0.9909	7157	315	471.9	6.964	141200	52.06	7628	184.8	2.375	0.7787	11110	525.9	620.1	9.81	72300	31.46	11730	212.1	1.545	1.273	NA
58	C10	306	195	84	1	4592	280.5	1124	14.53	200700	83.59	5716	113.9	0.9837	1.111	3008	202.3	1118	14.12	178100	75.34	4126	81.04	0.6769	1.097	7777	442.5	1214	15.33	226300	92.34	8990	198.8	1.643	1.131	0	0	0	0	9256	13.43	0	0	0	0	NA
59	C11	414	149	235	10	9281	371.6	715.4	9.33	114800	54.51	9997	195.7	2.44	1	6414	358.6	887.9	12.57	115400	56.83	7302	169	1.483	1.067	11170	374	589	7.418	116700	54	11760	212.8	3.14	0.9362	3656	211.2	635.3	6.779	62060	26.8	4292	133.6	1.1	1.2	NA
60	C12	412	215	175	7	3401	165.2	1341	17.91	117200	52.74	4742	88.46	1.694	1.092	2958	149.9	2047	27.54	156900	64.86	5005	89.84	1.419	1.153	3848	182.2	518.7	6.958	71140	38.32	4367	87.23	2.017	1.011	5387	168.3	450.4	5.283	78410	33.79	5838	49.54	2.286	1.571	NA
61	C13	278	157	101	5	7792	371.2	815.1	11.9	204300	94.63	8607	192	1.633	0.9029	5420	292.7	968.5	14.57	183500	86.34	6388	130.3	1.146	0.9236	11800	512.8	576.2	8.124	254200	110.2	12380	300.1	2.545	0.7921	917.2	119.6	231.6	3.712	14220	14.54	1149	123.3	0.4	0.8	NA
62	C14	517	275	222	8	3644	186.1	1160	16.01	241900	87.07	4804	121.1	0.9942	0.853	1529	99.38	1825	24.56	300500	107.8	3354	72.38	0.5127	0.9855	5703	286.8	340	5.344	170000	63.5	6043	174.1	1.509	0.6757	2765	88.82	806	10.17	56130	23.74	3571	34.41	1.125	1	NA
63	C15	429	233	176	7	6331	306.3	1782	23.39	214300	84.06	8113	170.7	1.737	0.9277	4218	238.8	2425	31.42	244500	94.12	6642	144.5	1.206	0.9356	9318	389.9	926.9	12.94	174500	70.48	10240	213.1	2.477	0.892	4719	486.5	450.9	6.688	85400	38.82	5170	116.5	0.8571	1	NA
64	C16	556	345	185	13	9991	440.9	1009	14	176400	70.65	11000	218.2	2.18	1.054	8599	421.3	1118	15.75	189400	76.86	9717	199	1.872	1.128	13400	504.8	876	11.55	165100	63.01	14270	273.3	2.908	0.9351	2957	177.9	355.8	4.652	70900	27.44	3312	65.09	1.077	0.6923	NA
65	C17	422	180	223	4	5466	256.2	919.9	14.12	115500	42.67	6386	140.5	2.114	0.9265	6936	308	1629	25.39	181300	63.2	8564	163.5	2.233	1.011	4483	217.3	400.8	5.793	62270	25.33	4884	120.6	2.094	0.8789	1770	108.5	286.8	3.923	39620	30.22	2057	20.24	1	0.75	NA
66	C18	233	126	96	0	8051	384	1339	19.17	211600	81.59	9390	222.4	1.764	0.8155	6158	359.3	1717	26.18	219200	84.98	7875	194.1	1.317	0.8254	10430	401.2	781.8	9.763	196300	73.34	11210	260.2	2.417	0.7917	0	0	0	0	0	0	0	0	0	0	NA
67	C19	450	299	113	0	7763	312.8	1740	22.01	276700	107.4	9503	157.6	1.758	1.1	4893	243.7	2093	26.75	296300	112.7	6986	114	1.278	1.201	13670	466.1	1106	12.89	208200	87.86	14780	242.8	2.717	0.9115	0	0	0	0	0	0	0	0	0	0	NA
68	C20	371	180	146	0	4510	249.3	1758	22.32	220200	103.5	6268	144.1	1.272	1.013	2976	193.4	2255	29.51	241200	112.6	5232	128.6	0.8333	1.106	5854	310.5	1186	14.65	166700	81.75	7041	168	1.479	0.911	0	0	0	0	0	0	0	0	0	0	NA
69	C21	494	251	231	4	5924	292	1440	18.09	169800	65.52	7364	149.1	1.609	1.057	3297	227.8	2089	26.07	212500	79.66	5386	99.59	0.9243	1.195	8641	356.5	784	9.933	125100	50.49	9425	200.5	2.346	0.8961	5383	275.2	362.5	5.617	73190	26.14	5745	173.3	1.5	1.25	NA
70	C22	680	240	401	21	2229	137.4	1098	14.19	78860	31.33	3327	71.89	1.318	1.088	2528	164.4	2288	29.71	128700	50.62	4816	91.3	1.308	1.187	2112	125.6	417	5.597	51640	20.55	2529	62.8	1.349	1.017	1619	85.15	809.3	6.909	48520	20.83	2428	44.55	1.048	1.333	NA
71	C23	1059	520	507	1	9918	383.5	1163	16.21	194700	98.94	11080	185.3	2.406	1.061	5760	262.9	1570	22.29	208700	105	7330	132.5	1.465	1.075	14230	506.5	757.6	10.26	182200	93.35	14990	239.7	3.357	1.051	8529	1218	610	11.09	46460	27.85	9139	149.8	1	1	NA
72	C24	629	262	317	27	106.6	10.27	818.6	10.46	36190	13.77	925.2	18.3	0.02544	0.9793	33.91	3.016	1519	19.53	60920	21.62	1553	20.12	0.01145	1.034	166.1	17.58	334.7	4.103	16200	7.78	500.8	19.04	0.03785	0.9653	204.4	3.524	241.6	3.29	29640	9.583	446	4.89	0.03704	0.9259	NA
73	D1	822	413	389	5	6640	323.3	1020	13.51	174800	89.32	7661	171	1.797	0.91	3902	245.7	1520	19.66	201400	98.48	5422	119.7	1.051	0.9927	9708	411.5	485.3	6.859	152000	81.18	10190	227.7	2.617	0.8278	3274	232.8	513	7.115	46340	32.94	3787	65.06	0.8	1.2	NA
74	D2	847	435	399	0	9041	342.2	1033	13.97	250300	111.3	10070	176.8	2.485	1.065	4926	239.6	1396	19.07	285600	124.6	6323	121.8	1.556	1.131	13500	455.7	641.2	8.551	210800	96.09	14150	237.8	3.476	0.9925	0	0	0	0	0	0	0	0	0	0	NA
75	D3	295	63	136	70	7542	288.3	759.2	9.849	153000	56.21	8301	145.5	1.712	1.132	2879	172.5	1376	16.31	216000	79.54	4255	101.2	1	1.127	13250	441.8	615.3	8.478	168000	60.83	13860	230.7	2.838	1.074	2633	144.3	494.4	6.772	80090	28.9	3128	56.56	0.5286	1.286	NA
76	D4	462	187	206	3	378.4	27.26	1233	15.47	277700	101.4	1611	25.43	0.2381	1.093	359.2	28.61	2443	30.79	357200	121.5	2802	37.25	0.2193	1.214	398.3	25.1	361.8	4.446	182800	71.99	760.1	18.28	0.2573	0.9175	821.3	91.26	842.3	7.583	102600	43.77	1664	25.49	0.3333	2.667	NA
77	D5	290	163	111	3	5678	233.3	1402	17.75	235900	92.94	7080	120.9	1.603	1.103	3241	154.6	1777	23.24	250000	100.4	5018	88.94	1.055	1.129	9266	347.1	982.5	11	193500	77.64	10250	169.8	2.396	1.108	8845	465.5	243.7	3.971	70840	33.75	9088	80.6	0.6667	1	NA
78	D6	422	219	191	0	7339	310.6	1414	19.35	330800	124.2	8753	149.5	2.081	1.073	4834	241.5	2005	28	385200	141.1	6839	118.5	1.457	1.169	10310	393.5	699.4	9.471	262500	102.8	11010	186	2.78	0.9686	0	0	0	0	0	0	0	0	0	0	NA
79	D7	113	63	42	1	4069	202.6	998.7	15.46	258900	92.22	5067	115.9	1.027	1	2458	145.2	1268	20.03	281500	96.56	3726	75.9	0.7619	1.032	6198	277.8	510.9	6.241	210700	80.01	6709	184.1	1.5	0.8095	0	0	1009	4.586	22780	18.59	1009	4.586	0	3	NA
80	D8	56	18	26	3	1842	119.8	846.6	9.998	222500	76.66	2688	84.26	0.6429	1.214	959.6	94.25	1055	14.52	169300	63.09	2014	91.41	0.4444	1.111	2892	164	781.8	7.603	288100	93.38	3674	96.26	0.8846	1.231	227.7	25.3	880.7	4.182	29080	19.27	1108	29.48	0.3333	2.667	NA
